Ranker,Oracle,DisplayRanker,Dataset,Comparisons,NDCG@10,Budget,Experiment
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,194400,0.22841,300,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,324000,0.3127,500,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,32400,0.00225,50,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,64800,0.00218,100,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,97200,0.04712,150,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,129600,0.24903,200,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,162000,0.27183,250,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,194400,0.28184,300,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,324000,0.27876,500,MohajerExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,500,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,600,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,700,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,800,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,900,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,1000,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,500,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,600,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,700,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,800,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,900,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,1000,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,294396,0.29297,600,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,304804,0.29396,700,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,310766,0.29444,800,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,314136,0.29451,900,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,315986,0.29451,1000,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,388800,0.31255,600,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,453600,0.32218,700,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,518400,0.31445,800,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,583200,0.31716,900,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,648000,0.32522,1000,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,388800,0.26802,600,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,453600,0.27166,700,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,518400,0.27072,800,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,583200,0.27046,900,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,648000,0.27268,1000,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,350162,0.24818,600,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,351398,0.24571,700,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,351398,0.24571,800,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,351398,0.24571,900,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,351398,0.24571,1000,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,388800,0.3127,600,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,452678,0.3127,700,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,511512,0.3127,800,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,560050,0.3127,900,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,595106,0.3127,1000,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,388800,0.28136,600,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,453322,0.27674,700,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,506136,0.27403,800,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,523685,0.2817,900,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,523935,0.27697,1000,PacExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,17500,0.75444,350,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19578,0.75741,400,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,450,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,550,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,600,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,700,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,350,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,400,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,450,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,550,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,600,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,650,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,700,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,2500,0.59469,50,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,5000,0.59469,100,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,7500,0.59469,150,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,10000,0.59469,200,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,12500,0.59469,250,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,15000,0.65203,300,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16400,0.67297,350,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,400,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,450,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,550,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,650,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,2500,0.59469,50,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,5000,0.59469,100,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,7500,0.67857,150,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,200,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,250,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,300,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,350,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,400,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,450,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,550,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,650,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,17500,0.65631,350,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,20000,0.67036,400,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,22466,0.67218,450,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,27266,0.6882,550,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,32022,0.70023,650,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,17500,0.68931,350,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,20000,0.71879,400,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,22500,0.71479,450,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,27500,0.71971,550,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,32500,0.73343,650,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,17500,0.67865,350,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,20000,0.67981,400,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,22500,0.68528,450,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,27500,0.69322,550,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,32500,0.69736,650,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,17500,0.67535,350,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,20000,0.68623,400,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,22500,0.7093,450,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,27248,0.73028,550,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,28932,0.7439,650,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,17500,0.5207,350,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,20000,0.60898,400,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,22500,0.69066,450,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,27500,0.75236,550,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,32500,0.753,650,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,17500,0.76687,350,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,20000,0.76574,400,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,22500,0.7498,450,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,27500,0.75705,550,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,32500,0.73932,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,137844,0.23896,350,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,148864,0.2387,400,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,450,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,550,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,600,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,700,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,350,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,400,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,450,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,550,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,600,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,650,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,700,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,20000,0.10372,50,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,40000,0.10372,100,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,60000,0.10372,150,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,80000,0.10372,200,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,99962,0.10372,250,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,119912,0.12424,300,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128846,0.14947,350,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,400,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,450,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,550,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,650,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,20000,0.10372,50,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,40000,0.10372,100,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,59959,0.12076,150,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,200,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,250,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,300,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,350,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,400,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,450,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,550,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,650,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,111124,0.11722,350,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,113842,0.11757,400,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,115570,0.11762,450,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,117412,0.11783,550,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,118020,0.11808,650,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,136951,0.11764,350,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,155854,0.12102,400,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,174501,0.11936,450,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,210120,0.12113,550,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,244451,0.12013,650,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,140000,0.20639,350,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,159972,0.21241,400,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,179922,0.21416,450,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,219822,0.21588,550,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,259722,0.21838,650,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,139834,0.15777,350,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,159784,0.16047,400,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,179736,0.16544,450,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,219609,0.1733,550,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,258368,0.18525,650,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,139764,0.16621,350,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,159714,0.17564,400,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,179664,0.17996,450,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,219564,0.18282,550,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,252336,0.18299,650,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,134984,0.18724,350,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,146563,0.18577,400,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,155749,0.18726,450,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,167541,0.18795,550,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,173258,0.18604,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,226790,0.25693,350,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,254852,0.25872,400,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,450,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,550,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,600,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,700,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,350,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,400,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,450,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,550,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,600,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,650,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,700,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,32400,0.23607,50,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,64800,0.23607,100,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,97200,0.23607,150,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,129600,0.23607,200,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,162000,0.23607,250,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,194400,0.26424,300,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207522,0.29196,350,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,400,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,450,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,550,
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],fiqa,207532,0.29196,650,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,32400,0.23607,50,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,64800,0.23607,100,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,97200,0.25284,150,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,200,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,250,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,300,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,350,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,400,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,450,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,550,
PAC + Bubble,Sampling,PAC + Bubble [Sampling],fiqa,119215,0.27191,650,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,220640,0.2868,350,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,243724,0.29057,400,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,262370,0.29127,450,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,286600,0.2924,550,
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,300356,0.29396,650,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,226800,0.30707,350,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,259200,0.31472,400,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,291600,0.30864,450,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,356400,0.31625,550,
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,421200,0.31148,650,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,226800,0.26791,350,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,259200,0.26818,400,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,291600,0.26818,450,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,356400,0.26802,550,
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,421200,0.2704,650,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,226800,0.23996,350,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,259200,0.24104,400,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,291600,0.24616,450,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,346254,0.25117,550,
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,350853,0.25114,650,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,226800,0.29091,350,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,259200,0.30581,400,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,291600,0.31071,450,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,356400,0.3127,550,
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,421064,0.3127,650,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,226800,0.27843,350,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,259200,0.28688,400,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,291600,0.2697,450,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,356400,0.27675,550,
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],fiqa,421172,0.28084,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,2450,0.21102,50,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,4900,0.21102,100,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,7350,0.21102,150,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,9800,0.34272,200,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,12250,0.32918,250,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,14700,0.28874,300,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,17150,0.27034,350,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19244,0.26373,400,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,450,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,500,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,550,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,600,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,650,
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],webis-touche2020,19500,0.26407,700,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,2450,0.21102,50,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,4900,0.22959,100,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,7350,0.23196,150,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,9800,0.23565,200,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,250,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,300,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,350,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,400,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,450,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,500,
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],webis-touche2020,11400,0.24446,550,
